Hierarchy,Id,Term,StatedDefChange,InferredDefChange,Primitive2SD,SD2Primitive,DescriptionChange,FSNChange
Clinical finding (finding),369985005,N1b: Metastasis to lymph node(s), any > 0.2 cm in greatest dimension (finding),0,1,0,0,0,0
Clinical finding (finding),369986006,N1bi: Metastasis in 1 to 3 lymph nodes, any > 0.2 cm and all < 2 cm in greatest dimension (finding),0,1,0,0,0,0
Clinical finding (finding),369987002,N1bii: Metastasis in 4 or more lymph nodes, any > 0.2 cm and all < 2 cm in greatest dimension (finding),0,1,0,0,0,0
Clinical finding (finding),369988007,N1biii: Extension of tumor beyond the capsule of a lymph node metastasis, < 2 cm in greatest dimension (finding),0,1,0,0,0,0
Clinical finding (finding),369989004,N1biv: Metastasis to a lymph node > 2 cm in greatest dimension (finding),0,1,0,0,0,0
Clinical finding (finding),369990008,N2: Metastasis to ipsilateral axillary lymph node(s) fixed to one another or to other structures (finding),0,1,0,0,1,1
Clinical finding (finding),369991007,N3: Metastasis to ipsilateral internal mammary lymph node(s) (finding),0,1,0,0,0,0
Clinical finding (finding),369992000,N1: Metastasis in 1-3 lymph nodes (finding),0,1,0,0,0,0
Clinical finding (finding),369993005,N2: Metastasis in 4 or more lymph nodes (finding),0,1,0,0,0,0
Clinical finding (finding),369994004,N1a: 1-3 nodes involved (finding),0,1,0,0,0,0
Clinical finding (finding),369995003,N1b: 4-7 nodes involved (finding),0,1,0,0,0,0
Clinical finding (finding),369996002,N1c: >7 nodes involved (finding),0,1,0,0,0,0
Clinical finding (finding),369997006,N1: Metastasis in 1-6 perigastric lymph nodes (finding),0,1,0,0,0,0
Clinical finding (finding),369998001,N2: Metastasis in 7-15 perigastric lymph nodes (finding),0,1,0,0,0,0
Clinical finding (finding),369999009,N3: Metastasis in >15 perigastric lymph nodes (finding),0,1,0,0,0,0
Clinical finding (finding),370000006,N1: Metastasis in a single lymph node, < 2 cm in greatest dimension (finding),0,1,0,0,0,0
Clinical finding (finding),370001005,N1: Metastasis in a single lymph node, <= 2 cm in greatest dimension (finding),0,1,0,0,0,0
Clinical finding (finding),370002003,N2: Metastasis in a single lymph node, > 2 cm but <= 5 cm in greatest dimension, or multiple lymph nodes, none > 5 cm in greatest dimension (finding),0,1,0,0,0,0
Clinical finding (finding),370003008,N3: Metastasis in a lymph node > 5 cm in greatest dimension (finding),0,1,0,0,0,0
Clinical finding (finding),370004002,N1: Metastasis in a single ipsilateral lymph node, < 3 cm in greatest dimension (finding),0,1,0,0,0,0
Clinical finding (finding),370005001,N1: Unilateral metastasis in lymph node(s) > 6 cm in greatest dimension, above supraclavicular fossa (finding),0,1,0,0,0,0
Clinical finding (finding),370006000,N2: Metastasis in a single ipsilat lymph node >3cm but <6cm in greatest dimension; or in multiple ipsilat lymph nodes, none >6cm in greatest dimension; or in bilat or contralat lymph nodes, none >6cm in greatest dimension (finding),0,1,0,0,0,0
Clinical finding (finding),370007009,N2: Bilateral metastasis in lymph node(s) > 6 cm in greatest dimension, above supraclavicular fossa (finding),0,1,0,0,0,0
Clinical finding (finding),370008004,N2a: Metastasis in a single ipsilateral lymph node, > 3 cm but < 6 cm in greatest dimension (finding),0,1,0,0,0,0
Clinical finding (finding),370009007,N2b: Metastasis in multiple ipsilateral lymph nodes, none > 6 cm in greatest dimension (finding),0,1,0,0,0,0
Clinical finding (finding),370010002,N2c: Metastasis in bilateral or contralateral lymph nodes, none > 6 cm in greatest dimension (finding),0,1,0,0,0,0
Clinical finding (finding),370011003,N3: Metastasis in lymph node(s) (finding),0,1,0,0,0,0
Clinical finding (finding),370012005,N3a: > 6 cm in dimension (finding),0,1,0,0,0,0
Clinical finding (finding),370013000,N3b: extension to supraclavicular fossa (finding),0,1,0,0,0,0
Clinical finding (finding),370014006,N3: Metastasis in a lymph node > 6 cm in greatest dimension (finding),0,1,0,0,0,0
Clinical finding (finding),370015007,N1: Metastasis in ipsilateral peribronchial and/or ipsilateral hilar lymph nodes, including intrapulmonary nodes involved by direct extension of the primary tumor (finding),0,1,0,0,0,0
Clinical finding (finding),370016008,N2: Metastasis in ipsilateral mediastinal and/or subcarinal lymph node(s) (finding),0,1,0,0,0,0
Clinical finding (finding),370017004,N3: Metastasis in contralateral mediastinal, contralateral hilar, ipsilateral or contralateral scalene or supraclavicular lymph node(s) (finding),0,1,0,0,0,0
Clinical finding (finding),370018009,N1: Metastasis in a single lymph node (finding),0,1,0,0,0,0
Clinical finding (finding),370019001,N2: Metastasis in more than one regional lymph node (finding),0,1,0,0,0,0
Clinical finding (finding),370020007,N1: Metastasis with a lymph node mass < 2 cm in greatest dimension and 5 or fewer positive nodes, none > 2 cm in greatest dimension (finding),0,1,0,0,0,0
Clinical finding (finding),370021006,N2: Metastasis with a lymph node mass >2 cm but <= 5 cm in greatest dimension, or more than 5 nodes positive, none > 5 cm; or evidence of extranodal extension of tumor (finding),0,1,0,0,0,0
Clinical finding (finding),370022004,N3: Metastasis with a lymph node mass > 5 cm in greatest dimension (finding),0,1,0,0,0,0
Clinical finding (finding),370023009,N1: Metastasis in regional lymph node or nodes (finding),0,1,0,0,0,0
Clinical finding (finding),370024003,N1: Pelvic or inguinal lymph node metastasis (finding),0,1,0,0,0,0
Clinical finding (finding),370025002,N1a: Metastasis in ipsilateral cervical lymph node(s) (finding),0,1,0,0,0,0
Clinical finding (finding),370026001,N1b: Metastasis in bilateral, midline, or contralateral cervical or mediastinal lymph node(s) (finding),0,1,0,0,0,0
Clinical finding (finding),370027005,N1a: Metastasis in single regional lymph node (finding),0,1,0,0,0,0
Clinical finding (finding),370028000,N1b: Metastasis in multiple regional lymph nodes (finding),0,1,0,0,0,0
Clinical finding (finding),370029008,M1 (IV): Distant metastasis (finding),0,1,0,0,0,0
Clinical finding (finding),370030003,M1 (IVB): Distant metastasis (finding),0,1,0,0,0,0
Clinical finding (finding),370031004,M1: Distant metastasis [includes metastasis to ipsilateral supraclavicular lymph nodes] (finding),0,1,0,0,0,0
Clinical finding (finding),370032006,M1: Distant metastasis, includes separate tumor nodule(s) in a different lobe (ipsilateral or contralateral) (finding),0,1,0,0,0,0
Clinical finding (finding),370033001,M1a: Non-regional lymph node or pulmonary metastasis (finding),0,1,0,0,0,0
Clinical finding (finding),370034007,M1a: non-regional lymph node metastasis (finding),0,1,0,0,0,0
Clinical finding (finding),370035008,M1a (III): gestational trophoblastic tumor extends to the lungs with or without genital tract involvement (finding),0,1,0,0,0,0
Clinical finding (finding),370036009,M1a (IIIA): gestational trophoblastic tumor extends to the lungs with or without genital tract involvement without risk factors (finding),0,1,0,0,0,0
Clinical finding (finding),370037000,M1a (IIIB): gestational trophoblastic tumor extends to the lungs with or without genital tract involvement with one risk factor (finding),0,1,0,0,0,0
Clinical finding (finding),370038005,M1a (IIIC): gestational trophoblastic tumor extends to the lungs with or without genital tract involvement with two risk factors (finding),0,1,0,0,0,0
Clinical finding (finding),370039002,M1b (IV): All other metastatic sites (finding),0,1,0,0,0,0
Clinical finding (finding),370040000,M1b (IVA): All other metastatic sites without risk factors (finding),0,1,0,0,0,0
Clinical finding (finding),370041001,M1b (IVB): All other metastatic sites with one risk factor (finding),0,1,0,0,0,0
Clinical finding (finding),370042008,M1b (IVC): All other metastatic sites with two risk factors (finding),0,1,0,0,0,0
Clinical finding (finding),370043003,M1b: Bone(s) (finding),0,1,0,0,0,0
Clinical finding (finding),370044009,M1b: Distant metastasis other than to non-regional lymph nodes and lungs (finding),0,1,0,0,0,0
Clinical finding (finding),370045005,M1c: Other site(s) (finding),0,1,0,0,0,0
Clinical finding (finding),370046006,T3a,b: Colon/rectum tumor invades <=5 mm beyond the border of the muscularis propria (finding),0,1,0,0,0,0
Clinical finding (finding),370047002,T3c,d: Colon/rectum tumor invades >5 mm beyond the border of the muscularis propria (finding),0,1,0,0,0,0
Clinical finding (finding),370048007,Tumor invasion cannot be assessed (finding),0,1,0,0,0,0
Clinical finding (finding),370049004,No tumor invasion (finding),0,1,0,0,0,0
Clinical finding (finding),370050004,No tumor invasion of adjacent tissue (finding),0,1,0,0,0,0
Clinical finding (finding),370051000,Perineural invasion by tumor absent (finding),0,1,0,0,0,0
Clinical finding (finding),370053002,Tumor invasion into adjacent tissues (finding),0,1,0,0,0,0
Clinical finding (finding),370054008,Tumor invasion by direct extension to other structures (finding),0,1,0,0,0,0
Clinical finding (finding),370055009,Tumor invasion into bronchus (finding),0,1,0,0,0,0
Clinical finding (finding),370056005,Tumor invasion into bronchus, in situ (finding),0,1,0,0,0,0
Clinical finding (finding),370057001,Tumor invasion into bronchus, invasive (finding),0,1,0,0,0,0
Clinical finding (finding),370058006,Tumor invasion confined to mucosa and submucosa (finding),0,1,0,0,0,0
Clinical finding (finding),370059003,Tumor invasion into submucosa (finding),0,1,0,0,0,0
Clinical finding (finding),370060008,Tumor invasion into muscularis propria (finding),0,1,0,0,0,0
Clinical finding (finding),370061007,Tumor invasion into muscle layer (finding),0,1,0,0,0,0
Clinical finding (finding),370062000,Tumor invasion penetrating serosa (finding),0,1,0,0,0,0
Clinical finding (finding),370063005,Tumor invasion into lung parenchyma (finding),0,1,0,0,0,0
Clinical finding (finding),370064004,Tumor invasion into stroma (finding),0,1,0,0,0,0
Clinical finding (finding),370065003,Tumor invasion into paratesticular structures (finding),0,1,0,0,0,0
Clinical finding (finding),370066002,Tumor invasion into tunica albuginea (finding),0,1,0,0,0,0
Clinical finding (finding),370067006,Tumor invasion into mediastinal lymph node without extracapsular extension (finding),0,1,0,0,0,0
Clinical finding (finding),370068001,Tumor invasion into mediastinal lymph node with extracapsular extension (finding),0,1,0,0,0,0
Clinical finding (finding),370070005,Tumor invasion into muscular wall AND/OR subserosa (finding),0,1,0,0,0,0
Clinical finding (finding),370071009,Tumor invasion into supraglottis (finding),0,1,0,0,0,0
Clinical finding (finding),370072002,Direct invasion of adrenal (T3a) (finding),0,1,0,0,0,0
Clinical finding (finding),370111000,Tumor configuration (finding),0,1,0,0,0,0
Clinical finding (finding),370123006,N1: Regional lymph node metastasis (finding),0,1,0,0,0,0
Clinical finding (finding),370156007,Language read (finding),0,1,0,0,0,0
Clinical finding (finding),370157003,Main spoken language (finding),0,1,0,0,0,0
Clinical finding (finding),370365005,Electrocardiographic left ventricular strain (finding),0,0,0,0,1,1
Clinical finding (finding),370377000,Rinne's test negative (finding),0,1,0,0,0,0
Clinical finding (finding),370378005,Rinne's test positive (finding),0,1,0,0,0,0
Clinical finding (finding),370470002,Diskospondylitis (disorder),0,1,0,0,0,0
Clinical finding (finding),370473000,Congenital arthrogryposis caused by teratogen (disorder),0,0,0,0,1,1
Clinical finding (finding),370516001,Budgerigar fledgling disease (disorder),0,1,0,0,0,0
Clinical finding (finding),370518000,Enteric coccidiosis (disorder),1,1,0,0,0,0
Clinical finding (finding),370540009,Adverse reaction caused by food (disorder),0,0,0,0,1,1
Clinical finding (finding),370567003,Noise phobia (finding),0,1,0,0,0,0
Clinical finding (finding),370987005,Anaplastic astrocytoma of spinal cord (disorder),0,1,0,0,0,0
Clinical finding (finding),370991000,Normal male reproductive function (finding),0,1,0,0,0,0
Clinical finding (finding),371031006,Staphylococcus epidermidis ventriculitis (disorder),1,1,0,0,0,0
Clinical finding (finding),371034003,Suck-swallow incoordination (finding),0,1,0,0,0,0
Clinical finding (finding),371042002,Tinea caused by Trichophyton rubrum (disorder),0,0,0,0,1,1
Clinical finding (finding),371044001,Transient respiratory distress with sepsis (disorder),0,1,0,0,0,0
Clinical finding (finding),371061003,Infection of bladder catheter (disorder),0,1,0,0,0,0
Clinical finding (finding),371064006,Therapy failure due to antibiotic resistance (disorder),0,1,0,0,0,0
Clinical finding (finding),371078007,Compulsive eating pattern (finding),0,1,0,0,0,0
Clinical finding (finding),371095004,Infection resistant to penicillin (disorder),0,1,0,0,0,0
Clinical finding (finding),371105007,Hypoxia with feeding in newborn (finding),0,1,0,0,0,0
Clinical finding (finding),371110006,Immature eyes (disorder),0,1,0,0,0,0
Clinical finding (finding),371115001,Seizures complicating infection (disorder),0,1,0,0,0,0
Clinical finding (finding),371123004,Infected conjunctival abrasion (disorder),1,1,0,0,0,0
Clinical finding (finding),371124005,Infected corneal abrasion (disorder),1,1,0,0,0,0
Clinical finding (finding),371137008,Finding of auditory acuity (finding),0,1,0,0,0,0
Clinical finding (finding),371237000,Syphilitic skin disorder (disorder),1,1,0,0,0,0
Clinical finding (finding),371312007,Actinobacillosis caused by Actinobacillus equuli (disorder),0,0,0,0,1,1
Clinical finding (finding),371413003,Infection of scrotum (disorder),1,1,0,0,0,0
Clinical finding (finding),371423007,Isosporiasis (disorder),0,1,0,0,0,0
Clinical finding (finding),371551001,Osteomyelitis of upper limb (disorder),1,1,0,0,0,0
Clinical finding (finding),371561008,Injury of thoracic nerve root (disorder),0,1,0,0,0,0
Clinical finding (finding),371582002,Disease caused by Gram-positive bacteria (disorder),0,0,0,0,1,1
Clinical finding (finding),371583007,Disease caused by Gram-negative bacteria (disorder),0,0,0,0,1,1
Clinical finding (finding),371685005,Infection caused by Mycobacterium avium (disorder),1,1,0,0,1,1
Clinical finding (finding),371686006,Infection caused by Mycobacterium avium-intracellulare group (disorder),1,1,0,0,1,1
Clinical finding (finding),371687002,Disseminated infection caused by Mycobacterium avium-intracellulare group (disorder),0,0,0,0,1,1
Clinical finding (finding),371708003,Injury caused by electrical exposure (disorder),0,0,0,0,1,1
