semtag,id,term,DefStatus
procedure,709573006,Magnetic resonance angiography of vascular structure of upper limb (procedure),Sufficiently defined
procedure,709574000,Magnetic resonance venography of intracranial vein with contrast (procedure),Sufficiently defined
procedure,709575004,Magnetic resonance venography of vein of pelvis with contrast (procedure),Sufficiently defined
procedure,709576003,Magnetic resonance venography of vein of abdomen with contrast (procedure),Sufficiently defined
procedure,709577007,Magnetic resonance venography of vein of abdomen (procedure),Sufficiently defined
procedure,709578002,Magnetic resonance imaging of parotid gland with contrast (procedure),Sufficiently defined
procedure,709579005,Magnetic resonance imaging of mandible with contrast (procedure),Sufficiently defined
procedure,709580008,Magnetic resonance imaging of nasopharynx with contrast (procedure),Sufficiently defined
procedure,709581007,Magnetic resonance arthrography of joint structure of limb with contrast (procedure),Sufficiently defined
disorder,709582000,Arterial complication of procedure (disorder),Sufficiently defined
procedure,709583005,Biopsy of limb (procedure),Sufficiently defined
disorder,709584004,Atherosclerosis of bypass graft of lower limb (disorder),Primitive
disorder,709585003,Atherosclerosis of nonautologous biological bypass graft of lower limb (disorder),Primitive
procedure,709586002,Computed tomography angiography of pelvic artery (procedure),Sufficiently defined
disorder,709587006,Atherosclerosis of autologous bypass graft of lower limb (disorder),Primitive
procedure,709588001,Radiofrequency ablation using fluoroscopic guidance (procedure),Sufficiently defined
procedure,709589009,Injection of salivary gland using ultrasonographic guidance (procedure),Sufficiently defined
procedure,709590000,Ultrasonography of perineum (procedure),Sufficiently defined
procedure,709591001,Drainage of liver using fluoroscopic guidance (procedure),Sufficiently defined
substance,709592008,Cysteic acid (substance),Primitive
procedure,709593003,Aspiration of neck using fluoroscopic guidance (procedure),Sufficiently defined
substance,709594009,Vanillactic acid (substance),Primitive
procedure,709595005,Biopsy of spleen using fluoroscopic guidance (procedure),Sufficiently defined
situation,709596006,Antihypertensive agent surveillance done (situation),Sufficiently defined
disorder,709597002,Acute thrombosis of superficial vein of lower limb (disorder),Sufficiently defined
substance,709598007,Protein Z antigen (substance),Primitive
substance,709599004,Mucin-like carcinoma-associated antigen (substance),Primitive
substance,709600001,Invasive trophoblast antigen (substance),Primitive
substance,709601002,Galactomannan antigen (substance),Primitive
disorder,709602009,Chronic thrombosis of superficial vein of lower limb (disorder),Sufficiently defined
disorder,709604005,Periodontitis co-occurrent with Ehlers-Danlos syndrome type 4 (disorder),Sufficiently defined
substance,709605006,Fibrinogen antigen (substance),Primitive
substance,709606007,Cancer associated serum antigen (substance),Primitive
substance,709607003,Antithrombin antigen (substance),Primitive
disorder,709608008,Periodontitis co-occurrent with acquired neutropenia (disorder),Primitive
substance,709609000,Protein-bound prostate specific antigen (substance),Primitive
substance,709610005,Protein-bound glucose (substance),Primitive
substance,709611009,Albumin bound estradiol (substance),Primitive
finding,709612002,Retraction of tongue (finding),Sufficiently defined
substance,709613007,4-Hydroxycyclohexylacetic acid (substance),Primitive
substance,709614001,5-Hydroxyindoleacetic acid (substance),Primitive
procedure,709615000,Injection of lower limb using ultrasonographic guidance (procedure),Sufficiently defined
procedure,709616004,Injection of neck using ultrasonographic guidance (procedure),Sufficiently defined
procedure,709617008,Injection of upper limb using ultrasonographic guidance (procedure),Sufficiently defined
procedure,709618003,Injection of joint using ultrasonographic guidance (procedure),Sufficiently defined
procedure,709619006,Injection of neck using fluoroscopic guidance (procedure),Sufficiently defined
procedure,709620000,Injection of blood vessel using fluoroscopic guidance (procedure),Sufficiently defined
procedure,709621001,Injection of thrombin using fluoroscopic guidance (procedure),Sufficiently defined
procedure,709622008,Injection of sclerosing agent using fluoroscopic guidance (procedure),Sufficiently defined
procedure,709623003,Injection of joint using computed tomography guidance (procedure),Sufficiently defined
procedure,709624009,Injection of facet joint using computed tomography guidance (procedure),Sufficiently defined
procedure,709625005,Biopsy of stomach using fluoroscopic guidance (procedure),Sufficiently defined
procedure,709626006,Biopsy of thyroid using fluoroscopic guidance (procedure),Sufficiently defined
procedure,709627002,Biopsy of bone structure of rib using fluoroscopic guidance (procedure),Sufficiently defined
procedure,709628007,Biopsy of breast using fluoroscopic guidance (procedure),Sufficiently defined
procedure,709629004,Biopsy of bone of lower limb using fluoroscopic guidance (procedure),Sufficiently defined
procedure,709630009,Biopsy of adrenal gland using computed tomography guidance (procedure),Sufficiently defined
procedure,709631008,Biopsy of retroperitoneum using computed tomography guidance (procedure),Sufficiently defined
procedure,709632001,Biopsy of ureter using computed tomography guidance (procedure),Sufficiently defined
procedure,709633006,Biopsy of peritoneum using computed tomography guidance (procedure),Sufficiently defined
procedure,709634000,Biopsy of prostate using computed tomography guidance (procedure),Sufficiently defined
procedure,709635004,Biopsy of neck using computed tomography guidance with contrast (procedure),Sufficiently defined
procedure,709636003,Biopsy of spleen using computed tomography guidance (procedure),Sufficiently defined
procedure,709637007,Biopsy of lymph node using computed tomography guidance (procedure),Sufficiently defined
procedure,709638002,Doppler ultrasonography of femoral artery (procedure),Sufficiently defined
procedure,709639005,Doppler ultrasonography of portal vein (procedure),Sufficiently defined
procedure,709640007,Doppler ultrasonography of renal vein (procedure),Sufficiently defined
procedure,709641006,Ultrasonography of nasal sinus (procedure),Sufficiently defined
procedure,709642004,Biopsy of retroperitoneum using ultrasonographic guidance (procedure),Sufficiently defined
procedure,709643009,Biopsy of peritoneum using ultrasonographic guidance (procedure),Sufficiently defined
procedure,709644003,Biopsy of spleen using ultrasonographic guidance (procedure),Sufficiently defined
procedure,709645002,Biopsy of upper limb using ultrasonographic guidance (procedure),Sufficiently defined
procedure,709646001,Biopsy of lower limb using ultrasonographic guidance (procedure),Sufficiently defined
procedure,709647005,Doppler ultrasonography of ophthalmic artery (procedure),Sufficiently defined
procedure,709648000,Doppler ultrasonography of iliac artery (procedure),Sufficiently defined
procedure,709649008,Doppler ultrasonography of iliac vessel (procedure),Sufficiently defined
procedure,709650008,Localization of lesion of breast using magnetic resonance imaging guidance (procedure),Sufficiently defined
procedure,709651007,Magnetic resonance imaging of lumbar plexus (procedure),Sufficiently defined
procedure,709652000,Magnetic resonance imaging of lumbar spine and pelvis with contrast (procedure),Sufficiently defined
procedure,709653005,Magnetic resonance imaging of lumbar spine and sacroiliac joint with contrast (procedure),Sufficiently defined
procedure,709654004,Aspiration of cyst of kidney using computed tomography guidance (procedure),Sufficiently defined
procedure,709655003,Aspiration of peritoneum using computed tomography guidance (procedure),Sufficiently defined
procedure,709656002,Fluoroscopy of liver (procedure),Sufficiently defined
procedure,709657006,Fluoroscopy of breast (procedure),Sufficiently defined
procedure,709658001,Aspiration of thyroid using fluoroscopic guidance (procedure),Sufficiently defined
procedure,709659009,Drainage of breast using fluoroscopic guidance (procedure),Sufficiently defined
procedure,709660004,Embolization of artery of pelvis using fluoroscopic guidance (procedure),Sufficiently defined
procedure,709661000,Aspiration of limb using ultrasonographic guidance (procedure),Sufficiently defined
procedure,709662007,Embolization of portal vein using fluoroscopic guidance (procedure),Sufficiently defined
disorder,709663002,Supraglottitis (disorder),Sufficiently defined
procedure,709664008,Computed tomography of nasal bone (procedure),Sufficiently defined
procedure,709665009,Computed tomography of stomach (procedure),Sufficiently defined
disorder,709666005,Stasis dermatitis of lower limb due to chronic peripheral venous hypertension (disorder),Sufficiently defined
disorder,709667001,Biocorrosion of tooth (disorder),Primitive
disorder,709668006,Oral vesiculoulcerative disease (disorder),Sufficiently defined
organism,709669003,Genus Botryotrichum (organism),Primitive
organism,709670002,Genus Plectosporium (organism),Primitive
organism,709671003,Genus Petriella (organism),Primitive
organism,709672005,Genus Didymozoon (organism),Primitive
organism,709673000,Alistipes onderdonkii (organism),Primitive
organism,709674006,Alistipes shahii (organism),Primitive
organism,709675007,Cellulomonas pakistanensis (organism),Primitive
organism,709676008,Chryseobacterium haifense (organism),Primitive
organism,709677004,Dialister propionicifaciens (organism),Primitive
organism,709678009,Haemophilus sputorum (organism),Primitive
organism,709679001,Escherichia coli serotype O132:H34 (organism),Primitive
organism,709680003,Escherichia coli serotype O1:H7 (organism),Primitive
organism,709681004,Rhinolophus bat coronavirus HKU2 (organism),Primitive
organism,709682006,Mycobacterium iranicum (organism),Primitive
organism,709683001,Escherichia coli serotype O86:H18 (organism),Primitive
organism,709684007,Genus Alloprevotella (organism),Primitive
organism,709685008,Massilia brevitalea (organism),Primitive
organism,709686009,Genus Thermomyces (organism),Primitive
disorder,709687000,Chronic deep vein thrombosis of pelvic vein (disorder),Sufficiently defined
procedure,709688005,Drainage of pericardium using fluoroscopic guidance (procedure),Sufficiently defined
